sid,stream,name,mob_no,email,gender,x_perc,xii_perc,cet_perc,physics_xii,chem_xii,maths_xii,jee_perc,father_name,father_occupation,mother_name,mother_occupation,parent_income,pincode,year,sector,quota
20181100118,EXTC,Fred Lawson,9987335903,fredlawson@gmail.com,M,72.21,56.21,52.21,90.56,62.28,80.06,75.76,Jon Hancock,Occupational therapist,Brittany Harris,Clinical research associate,440310,400056,2018,manufacturing,minority
20181100119,MECH,Michael Meadows,9892577619,michaelmeadows@gmail.com,M,42.68,66.95,53.17,58.34,66.49,63.4,84.47,David May,Environmental health practitioner,Catherine Kennedy,"Psychologist, prison and probation services",1014872,400003,2018,public administrative services,non-minority
20181100120,MECH,Amanda Murray,7738672493,amandamurray@yahoo.com,F,77.24,65.8,58.83,66.64,57.63,84.72,21.99,Edward Warner,Music tutor,Kelly Aguilar,Television/film/video producer,426547,400097,2018,trade transport and hotels,non-minority
20181100121,IT,Paul Jackson,9867239579,pauljackson@gmail.com,M,48.08,68.69,7.46,55.51,68.88,50.75,20.64,Bryan Elliott,Phytotherapist,Erica Greene,Firefighter,561788,400038,2018,constructions,non-minority
20181100122,EXTC,Darrell Carpenter,9867569032,darrellcarpenter@gmail.com,F,84.17,61.15,36.42,98.02,93.51,60.07,21.04,Jason Griffin,Equality and diversity officer,Kelly Reyes,"Engineer, automotive",387809,400054,2018,constructions,non-minority
20181100123,IT,Joseph Manning,9665779383,josephmanning@gmail.com,M,75.71,53.02,66.44,51.81,52.03,84.88,21.33,Eric Nelson,"Administrator, charities/voluntary organisations",Stephanie Randall,Cartographer,163107,400072,2018,constructions,minority
20181100124,EXTC,Gary Griffin,9987472388,garygriffin@yahoo.com,F,49.19,91.95,0.11,76.48,81.29,66.64,31.48,James Weaver,Broadcast journalist,Samantha Dickerson,"Engineer, building services",340663,400079,2018,finance and real estate services,non-minority
20181100125,COMPS,Devon Johnson,8999227274,devonjohnson@yahoo.com,M,84.51,99.59,40.56,94.38,90.7,89.9,23.68,Henry Gaines,Press sub,Kristin Matthews,Financial adviser,573884,400004,2018,finance and real estate services,non-minority
20181100126,COMPS,Helen Lopez,7738991679,helenlopez@gmail.com,M,83.29,55.05,25.31,61.89,63.78,52.09,75.57,Rickey Gamble,Broadcast journalist,Melissa Cisneros,Company secretary,1002211,400087,2018,public administrative services,non-minority
20181100127,COMPS,Derrick Nichols,9967756653,derricknichols@yahoo.com,M,74.99,82.75,78.11,78.36,51.22,85.96,68.61,Matthew Adams,"Engineer, electrical",Brandy Richardson DVM,"Nurse, mental health",418223,400001,2018,public administrative services,non-minority
20181100128,MECH,April Allen,9967980223,aprilallen@hotmail.com,M,52.76,87.85,51.37,99.29,58.68,95.83,6.81,Zachary Guzman,Financial risk analyst,Kristine Watts,"Biochemist, clinical",539097,400057,2018,agriculture and forestry,non-minority
20181100129,MECH,Keith Price,7738510034,keithprice@hotmail.com,M,84.97,67.55,66.2,81.53,89.96,52.11,81.84,James Smith,"Civil engineer, contracting",Shannon Brock,Sports development officer,636796,400023,2018,communications,minority
20181100130,COMPS,Bruce Ramos,8999810559,bruceramos@gmail.com,F,98.6,52.92,36.36,65.75,59.14,81.38,36.75,Joseph Patel,Food technologist,Holly Cardenas,"Designer, industrial/product",590080,400071,2018,information technology,minority
20181100131,MECH,Catherine Williams,9987775217,catherinewilliams@gmail.com,F,59.4,60.14,83.69,80.68,90.62,56.7,55.07,Brian Norris,"Scientist, marine",Amanda Arnold,Psychiatric nurse,1080601,400054,2018,manufacturing,non-minority
20181100132,IT,Jamie Kent,9004711259,jamiekent@gmail.com,F,63.96,91.9,15.09,97.04,83.14,76.95,66.73,James Ortiz,Private music teacher,Joan Quinn,"Therapist, nutritional",738843,400064,2018,constructions,minority
20181100133,MECH,Todd Harvey,9967497860,toddharvey@yahoo.com,M,61.52,52.51,26.4,51.52,97.48,93.76,76.89,Isaiah Johnson,Museum/gallery curator,Cindy Camacho,Agricultural engineer,189061,400049,2018,manufacturing,minority
20181100134,COMPS,Robert Green,9004162293,robertgreen@yahoo.com,F,95.55,63.2,73.31,99.7,72.82,70.47,14.69,Daniel Pham,"Geneticist, molecular",Rebecca Thomas,Advertising account planner,562831,400091,2018,communications,non-minority
20181100135,IT,Kimberly Sullivan,9004750882,kimberlysullivan@hotmail.com,M,96.62,60.31,35.98,74.86,66.98,92.11,8.75,Brandon Graham,"Programmer, applications",Carol Norman,"Teacher, adult education",164916,400039,2018,information technology,non-minority
20181100136,IT,Edwin Dawson,9987060105,edwindawson@gmail.com,M,66.84,95.47,94.93,71.59,89.96,58.46,64.59,Paul Morgan,Editorial assistant,Angela Hughes,Armed forces technical officer,165367,400042,2018,information technology,non-minority
20181100137,MECH,Mrs. Kari Fisher,9987194892,mrs.karifisher@hotmail.com,M,94.03,89.24,77.8,82.17,78.27,78.96,75.35,David Mcclure,Industrial/product designer,Donna Roberts,Games developer,1375123,400063,2018,trade transport and hotels,non-minority
20181100138,MECH,Ryan Young,8451039816,ryanyoung@hotmail.com,F,87.86,64.49,35.15,60.52,79.36,78.68,61.31,Joshua Phillips,Medical illustrator,Tina Cohen,Computer games developer,1210370,400048,2018,information technology,non-minority
20181100139,MECH,Brandon Phillips,9967643055,brandonphillips@gmail.com,M,61.93,71.16,73.99,84.25,84.69,97.82,79.87,Johnny Nguyen,Call centre manager,Joy Lewis,Best boy,1143778,400004,2018,finance and real estate services,minority
20181100140,EXTC,Albert Tucker,9967744735,alberttucker@yahoo.com,F,53.4,87.57,24.33,64.77,93.63,59.44,68.84,Jonathan Strickland,Museum/gallery curator,Christine Pratt,Special educational needs teacher,1365102,400027,2018,finance and real estate services,non-minority
20181100141,COMPS,Mark Ball,7738020076,markball@gmail.com,M,86.92,58.64,87.32,87.41,64.8,96.92,28.88,Roberto Haynes,Seismic interpreter,Michelle Mcneil,Chemical engineer,433901,400005,2018,agriculture and forestry,non-minority
20181100142,COMPS,Brian Walter,8451975269,brianwalter@gmail.com,M,95.1,60.58,35.66,97.49,92.43,87.57,37.85,David Weaver,Microbiologist,Mackenzie Grant,Air broker,722158,400026,2018,agriculture and forestry,non-minority
20181100143,EXTC,Bryan Wilkinson,9892617401,bryanwilkinson@gmail.com,F,42.79,92.85,78.58,79.81,90.63,77.15,35.63,Daniel Marshall,"Teacher, English as a foreign language",Tanya Simmons,"Psychologist, counselling",231642,400102,2018,public administrative services,non-minority
20181100144,EXTC,Angela Nunez,9004045247,angelanunez@yahoo.com,F,80.07,98.99,49.34,82.85,68.67,50.95,82.2,David Thomas,"Research officer, government",Vickie Lowe,"Chemist, analytical",1182975,400028,2018,communications,minority
20181100145,COMPS,Mark Dillon,9004619901,markdillon@gmail.com,F,85.04,57.24,91.04,52.48,59.69,59.31,68.55,Patrick Mathis,Technical sales engineer,Tina Hickman MD,Social researcher,232908,400083,2018,public administrative services,non-minority
20181100146,EXTC,Karen Pope,7738632659,karenpope@gmail.com,M,89.2,75.59,8.62,97.88,69.57,62.02,77.35,William Cummings,Communications engineer,Shannon Barber,Charity fundraiser,917680,400006,2018,agriculture and forestry,non-minority
20181100147,IT,James Cooper,9967494954,jamescooper@gmail.com,F,39.26,79.21,27.59,87.61,93.66,93.88,70.68,Blake Sullivan,Civil Service administrator,Elizabeth Franco,"Exhibitions officer, museum/gallery",1220073,400023,2018,finance and real estate services,minority
20181100148,MECH,Cynthia Hughes,7738219291,cynthiahughes@gmail.com,M,71.38,98.74,94.9,53.43,75.23,94.2,79.88,Carlos Adams,"Doctor, hospital",Mary English,"Administrator, sports",1287496,400021,2018,communications,minority
20181100149,EXTC,Robert Hall,8452064379,roberthall@gmail.com,F,99.45,76.07,7.19,51.43,62.27,54.52,44.02,William Mason,Hospital pharmacist,Heather Shah,"Designer, exhibition/display",1006567,400053,2018,agriculture and forestry,non-minority
20181100150,IT,Paul Woodard,7738784289,paulwoodard@gmail.com,F,69.15,69.83,96.9,50.47,69.53,91.62,83.3,James Walker,Curator,Leslie Rodriguez,"Psychologist, educational",246367,400058,2018,manufacturing,minority
20181100151,IT,Ronnie Bailey,9892299213,ronniebailey@yahoo.com,M,82.41,68.51,85.74,56.22,96.4,59.78,42,Andre Murphy,"Programmer, systems",Anna Solis,Marine scientist,1427308,400004,2018,communications,minority
20181100152,EXTC,Linda Aguilar,9967914890,lindaaguilar@yahoo.com,M,54.47,90.65,33.02,82.01,85.08,75.33,30.26,Ryan Brown,Barrister's clerk,Kelly Hamilton,Haematologist,175687,400033,2018,constructions,minority
20181100153,COMPS,Anthony Burton,9665885399,anthonyburton@gmail.com,M,39.42,86.41,29.52,88.64,97.41,89.69,31.35,Brian Miller,"Designer, exhibition/display",Shelley Singleton,Animal technologist,1293768,400030,2018,public administrative services,minority
20181100154,EXTC,Kelly Bryant,9967970316,kellybryant@gmail.com,M,96.38,75.11,35.84,80.42,90.21,53.68,31.52,Brian Howard,"Geologist, wellsite",Pamela Powell,Marine scientist,1342716,400100,2018,manufacturing,non-minority
20181100155,IT,Gary Rollins,8999934694,garyrollins@hotmail.com,F,44.53,75.76,70.98,71.72,73.27,73.65,43.5,Theodore Gibson,Manufacturing engineer,Chelsea Mcdaniel,Exhibition designer,608359,400053,2018,communications,non-minority
20181100156,MECH,Dylan Howard,8999466218,dylanhoward@gmail.com,M,47.53,87.64,32.22,95.41,89.52,83.59,46.89,Michael Walsh,"Journalist, newspaper",Jennifer Young,Chief Executive Officer,928661,400058,2018,communications,minority
20181100157,MECH,Erin Young,7738034761,erinyoung@gmail.com,M,82.7,75.57,79.2,59.37,87.44,94.45,88.22,Mark Thomas,"Scientist, marine",Natalie Stone,Historic buildings inspector/conservation officer,205660,400077,2018,trade transport and hotels,minority
20181100158,COMPS,Lee Walters,7738924281,leewalters@yahoo.com,M,36.57,62.6,92.49,94.54,54.06,60.65,21.07,Cody Clark,Media planner,Tara Vega,"Surveyor, quantity",516978,400069,2018,agriculture and forestry,minority
20181100159,COMPS,Shane Shah,9004853943,shaneshah@gmail.com,M,91.36,65.33,67.5,61,54.17,69.18,71.25,Timothy Hood,Engineering geologist,Jennifer Smith,Diplomatic Services operational officer,924307,400044,2018,communications,minority
20181100160,IT,Ricky Velasquez,9967616707,rickyvelasquez@gmail.com,M,75.06,51.11,6.63,66.19,80.59,70.62,77.36,Eric Moore,Archivist,Barbara Medina,Fast food restaurant manager,954562,400076,2018,trade transport and hotels,non-minority
20181100161,EXTC,Emily Melendez,7738046053,emilymelendez@gmail.com,F,55.38,58.03,4.54,89.2,82.95,64.51,65.67,William Jones,English as a foreign language teacher,Barbara Bailey,Advertising copywriter,1232442,400021,2018,information technology,non-minority
20181100162,EXTC,Benjamin Lynch,8999185724,benjaminlynch@gmail.com,F,42.08,63.73,31.87,69.85,94.95,71.61,12.79,Charles Kline,Herpetologist,Krista Ford,Broadcast engineer,731045,400077,2018,manufacturing,minority
20181100163,IT,Beverly Carter,9004067204,beverlycarter@gmail.com,M,64.94,51.51,39.37,68.61,60.94,72.9,23.15,Jimmy Navarro,Paediatric nurse,Holly Morrow,Energy manager,541092,400048,2018,trade transport and hotels,non-minority
20181100164,IT,Curtis Scott,9867631056,curtisscott@gmail.com,F,91.86,51.76,30.47,99.27,57.68,74.71,0.85,Mark Kelly,Social researcher,Andrea Melton,Air cabin crew,755968,400004,2018,agriculture and forestry,non-minority
20181100165,EXTC,Joshua Gomez,9892288048,joshuagomez@gmail.com,M,50.24,59.68,93.17,95.79,81.66,76.57,61.5,Stephen Macdonald,Brewing technologist,Melody Roberts,Proofreader,1389096,400041,2018,finance and real estate services,minority
20181100166,IT,Todd Walker,9967084971,toddwalker@gmail.com,F,35.64,71.05,71.32,98.01,58.91,59.95,64.14,Christian Archer,"Engineer, electrical",Heather Bowen,Sports administrator,593067,400097,2018,constructions,minority
20181100167,EXTC,Dennis Sandoval,9892974458,dennissandoval@gmail.com,F,85.16,77.09,1.26,52.02,50.81,58.66,41.26,Ronnie Beard,Exhibition designer,Rhonda Thompson,"Scientist, product/process development",585130,400062,2018,manufacturing,non-minority
20181100168,COMPS,Larry Paul,7738248807,larrypaul@hotmail.com,F,42.06,69.19,12.34,54.09,71.57,81.71,49.9,Jason Ross,Prison officer,Holly Patel,Public relations officer,800050,400087,2018,public administrative services,minority
20181100169,COMPS,Jason Pena,9867415174,jasonpena@gmail.com,M,44.1,53.5,90.45,56.03,64.44,76.6,10.29,Mark Jones,Consulting civil engineer,Michelle Taylor,Warden/ranger,574415,400034,2018,information technology,non-minority
20181100170,IT,Jessica Jones,9665563502,jessicajones@yahoo.com,M,65.56,91.1,12,50.77,81.23,67.53,62.38,George Richardson,Building surveyor,Natalie Brady,Restaurant manager,394748,400088,2018,trade transport and hotels,non-minority
20181100171,IT,Matthew Young,9004439889,matthewyoung@gmail.com,F,45.23,51.14,52.04,73.51,71.47,54.08,44.1,Ronald Noble,Brewing technologist,Angelica Rodriguez,"Accountant, chartered",1140708,400053,2018,trade transport and hotels,minority
20181100172,COMPS,Mary Patterson,8451988884,marypatterson@gmail.com,M,75.96,56.93,50.54,63.56,98.99,93.84,65.31,John Miller,Primary school teacher,Cathy Smith,Stage manager,343307,400020,2018,communications,minority
20181100173,EXTC,Daniel Smith,9892889957,danielsmith@yahoo.com,M,47.08,60.47,36.6,55.71,71.85,51.63,61.16,Scott Humphrey,Fisheries officer,Julia Daniels,Manufacturing engineer,453368,400088,2018,manufacturing,minority
20181100174,COMPS,David Carlson,9665634163,davidcarlson@gmail.com,F,98.78,57.97,6.97,73.27,98.72,99.51,89.95,Kenneth Gross,Electronics engineer,Dana Wood,"Engineer, building services",930686,400001,2018,constructions,minority
20181100175,EXTC,Ronnie Stewart,9004391503,ronniestewart@gmail.com,F,81.28,97.93,24.09,54.86,79.89,87.93,69.22,Joshua Williams,"Scientist, research (medical)",Tracy Barton,Trading standards officer,951955,400027,2018,communications,non-minority
20181100176,COMPS,Jerry White,8999159743,jerrywhite@gmail.com,M,79.57,73.55,14.71,67.28,50.22,81.77,12.57,Dwayne Cordova,Air cabin crew,Samantha Johnson,"Designer, exhibition/display",265590,400070,2018,information technology,non-minority
20181100177,EXTC,Gregory Turner,9004788616,gregoryturner@yahoo.com,M,54.99,68.6,3.47,51.8,85.92,61,48.24,Jerry Daniels,Speech and language therapist,Rachael Williams,Theme park manager,1167664,400077,2018,constructions,minority
20181100178,MECH,Chad Johnson,8452927200,chadjohnson@gmail.com,F,43.2,57.92,6.58,78.13,60.36,88.69,70.31,Jacob Fields,English as a second language teacher,Danielle Gaines,"Investment banker, operational",1282025,400046,2018,communications,non-minority
20181100179,MECH,Scott Payne,9892625691,scottpayne@gmail.com,F,81,85.59,16.46,53.21,58.46,78.45,69.18,Francisco Hughes,Private music teacher,Cynthia Flores,Patent attorney,1416125,400007,2018,public administrative services,minority
20181100180,MECH,Daniel Faulkner,9987031066,danielfaulkner@yahoo.com,M,58.33,86.98,55.12,76.29,80.22,84.18,42.73,Benjamin Harris,"Engineer, maintenance (IT)",Melanie Riggs,Agricultural engineer,417388,400049,2018,public administrative services,minority
20181100181,IT,Jorge Gray,8999245199,jorgegray@yahoo.com,F,60.52,62.29,86.79,61.75,80.37,86.96,23.8,Mark Smith,"Embryologist, clinical",Kimberly Ayala,Network engineer,591224,400066,2018,finance and real estate services,minority
20181100182,COMPS,Kenneth Villegas,9892957034,kennethvillegas@yahoo.com,M,69.13,82.21,15.45,51.64,68.34,71.75,76.71,David Bond MD,Chief Marketing Officer,Kimberly Richardson,"Engineer, materials",1030767,400089,2018,trade transport and hotels,minority
20181100183,MECH,Richard Rodriguez,9004313672,richardrodriguez@gmail.com,M,35.05,94.13,6.65,79.92,79.31,99.2,74.17,Austin Thomas,Lawyer,Tanya Christensen,Tax inspector,1192035,400036,2018,agriculture and forestry,minority
20181100184,MECH,Mr. Ian Walker,8454948669,mr.ianwalker@gmail.com,M,43.86,64.48,7.69,55.21,59.06,52.36,21.5,Edward Huff,Tax inspector,Karen Rose,Personnel officer,273811,400002,2018,information technology,non-minority
20181100185,EXTC,Lisa Mueller,7738892415,lisamueller@yahoo.com,F,72.75,88.16,74.37,66.4,87.84,91.74,79.71,Thomas Knox,Research scientist (maths),Tiffany Stephens,Network engineer,529047,400056,2018,public administrative services,minority
20181100186,MECH,Robert Riggs,9967543856,robertriggs@yahoo.com,M,67.27,53.45,65.18,58.95,82.94,66.92,4.25,Jacob Mason,Furniture conservator/restorer,Rachel Silva,Hospital pharmacist,170661,400054,2018,manufacturing,non-minority
20181100187,MECH,Gregory Cervantes,9967622437,gregorycervantes@yahoo.com,M,99.35,81.07,56.07,58.07,76.11,74.23,42.4,Mathew Lewis,Teaching laboratory technician,Kiara Guzman,Radio broadcast assistant,269416,400078,2018,information technology,minority
20181100188,COMPS,Kenneth Ramsey,8999335450,kennethramsey@gmail.com,M,98.85,89.78,93.07,66.1,93.38,56.95,47.69,Edward Rodriguez,Private music teacher,Jacqueline Knight,Senior tax professional/tax inspector,801911,400099,2018,finance and real estate services,non-minority
20181100189,COMPS,William Perry,9892269366,williamperry@gmail.com,M,46.22,53.22,29.14,78.52,71.4,63.47,40.74,Mark Reese,Chartered accountant,Ashley Williams,Advertising account planner,794386,400051,2018,constructions,minority
20181100190,IT,Joshua Cox,7738377329,joshuacox@yahoo.com,M,66.33,58.74,23.42,73.24,84.35,52.97,70.46,Kyle Cox,"Producer, radio",Nancy Parker,"Radiographer, therapeutic",1181054,400065,2018,manufacturing,minority
20181100191,COMPS,Holly Tucker,8452996973,hollytucker@gmail.com,F,77.77,97.49,41.34,78.82,73.94,87.03,24.13,Michael Wall,Museum/gallery exhibitions officer,Brittany Ruiz,Medical technical officer,201716,400081,2018,trade transport and hotels,minority
20181100192,EXTC,William Campbell,9004293448,williamcampbell@gmail.com,F,51.61,63.28,61.77,56.45,53.51,71.41,76.52,Derrick Martinez,Dispensing optician,Wendy Wallace,Financial adviser,354103,400082,2018,constructions,non-minority
